expression,reading,meaning,tags
斜め,ななめ,"diagonal, oblique",JLPT N2
なにしろ,なにしろ,"at any rate, in any case",JLPT N2
何々,なになに,"such and such, What?",JLPT N2
何分,なにぶん,"by all means, please",JLPT N2
生意気,なまいき,"impertinent, impudent",JLPT N2
並木,なみき,"roadside tree, row of trees",JLPT N2
倣う,ならう,"to imitate, to follow, to emulate",JLPT N2
南極,なんきょく,"south pole, Antarctic",JLPT N2
なんとなく,なんとなく,"somehow or other, for some reason or another",JLPT N2
なんとも,なんとも,"nothing (with neg. verb), quite, not a bit",JLPT N2
ナンバー,ナンバー,number,JLPT N2
南米,なんべい,South America,JLPT N2
南北,なんぼく,south and north,JLPT N2
匂う,におう,"to be fragrant, to smell",JLPT N2
逃がす,にがす,"to let loose, to set free, to let escape",JLPT N2
憎い,にくい,"hateful, abominable, detestable",JLPT N2
～難い,～がたい,hard (difficult) to do ~,JLPT N2
憎む,にくむ,"to hate, to detest",JLPT N2
憎らしい,にくらしい,"odious, hateful",JLPT N2
にこにこ,にこにこ,"smile sweetly, smiley",JLPT N2
濁る,にごる,"to become muddy, to get cloudy",JLPT N2
虹,にじ,rainbow,JLPT N2
日時,にちじ,date and time,JLPT N2
日用品,にちようひん,daily necessities,JLPT N2
日課,にっか,"daily work, daily routine",JLPT N2
日程,にってい,schedule,JLPT N2
鈍い,にぶい,"dull (e.g., a knife), thickheaded, slow (opposite of fast), stupid",JLPT N2
入社,にゅうしゃ,entry to a company,JLPT N2
女房,にょうぼう,wife,JLPT N2
睨む,にらむ,"to glare at, to stare; to keep an eye on",JLPT N2
俄,にわか,"sudden, abrupt, unexpected",JLPT N2
縫う,ぬう,to sew,JLPT N2
ねじ,ねじ,(a) screw,JLPT N2
捩る,ねじる,to twist,JLPT N2
ネックレス,ネックレス,necklace,JLPT N2
熱する,ねっする,to heat,JLPT N2
寝間着,ねまき,"sleep-wear, pajamas",JLPT N2
寝巻,ねまき,"sleep-wear, pajamas",JLPT N2
狙い,ねらい,aim,JLPT N2
狙う,ねらう,to aim at,JLPT N2
～年生,～ねんせい,counter for school year,JLPT N2
年度,ねんど,"year, fiscal year",JLPT N2
農産物,のうさんぶつ,agricultural produce,JLPT N2
農村,のうそん,agricultural community,JLPT N2
濃度,のうど,"concentration, density",JLPT N2
農薬,のうやく,agricultural chemicals,JLPT N2
能率,のうりつ,efficiency,JLPT N2
のこぎり,のこぎり,saw,JLPT N2
残らず,のこらず,"completely, without exception",JLPT N2
上り,のぼり,"up-train (going to Tokyo), ascent",JLPT N2
糊,のり,"glue, paste, starch",JLPT N2
乗換,のりかえ,"a transfer (e.g., trains, buses)",JLPT N2
乗り越し,のりこし,riding past (one's station),JLPT N2
鈍い,のろい,"dull (e.g., a knife), slow (opposite of fast), stupid",JLPT N2
のろのろ,のろのろ,"slowly, sluggishly",JLPT N2
呑気,のんき,"carefree, optimistic, careless",JLPT N2
はい (かん),はい (かん),yes,JLPT N2
灰色,はいいろ,"grey, ashen",JLPT N2
俳句,はいく,haiku poetry,JLPT N2
売店,ばいてん,"shop, stand",JLPT N2
バイバイ,バイバイ,bye bye,JLPT N2
売買,ばいばい,"trade, buying and selling",JLPT N2
這う,はう,"to creep, to crawl",JLPT N2
剥す,はがす,"to tear off, to peel off, to rip off",JLPT N2
ばからしい,ばからしい,absurd,JLPT N2
秤,はかり,"scales, weighing machine",JLPT N2
吐き気,はきけ,"nausea, sickness in the stomach",JLPT N2
はきはき,はきはき,clearly,JLPT N2
～泊,～はく,"counter for staying (e.g., 2 nights)",JLPT N2
歯車,はぐるま,"gear, cog-wheel",JLPT N2
バケツ,バケツ,"bucket, pail",JLPT N2
挟まる,はさまる,"to get between, to be caught in",JLPT N2
挟む,はさむ,to pinch; to hold between; to insert,JLPT N2
梯子,はしご,"ladder, stairs",JLPT N2
始めに,はじめに,"to begin with, first of all",JLPT N2
初めに,はじめに,"to begin with, first of all",JLPT N2
はじめまして,はじめまして,"How do you do, I am glad to meet you",JLPT N2
斜,はす,diagonal,JLPT N2
パターン,パターン,pattern,JLPT N2
肌着,はだぎ,underwear,JLPT N2
果して,はたして,"as was expected, really",JLPT N2
鉢,はち,"a bowl, a pot",JLPT N2
～発,～はつ,counter for bullets,JLPT N2
×,ばつ,cross,JLPT N2
発揮,はっき,"exhibition, demonstration, display",JLPT N2
バック,バック,back,JLPT N2
発想,はっそう,idea; way of thinking (same as 考え方 (かんがえかた)),JLPT N2
発電,はつでん,"generation (e.g., power)",JLPT N2
発売,はつばい,sale,JLPT N2
話合い,はなしあい,"discussion, talk",JLPT N2
話し掛ける,はなしかける,"to accost a person, to talk (to someone)",JLPT N2
話中,はなしちゅう,"while talking, the line is busy",JLPT N2
甚だしい,はなはだしい,"extreme, excessive, terrible",JLPT N2
花火,はなび,fireworks,JLPT N2
花嫁,はなよめ,bride,JLPT N2
ばね,ばね,"spring (e.g., coil, leaf)",JLPT N2
跳ねる,はねる,"to jump, to leap",JLPT N2
破片,はへん,"fragment, broken piece",JLPT N2
歯磨き,はみがき,"toothbrushing, toothpaste",JLPT N2
はめる,はめる,"(col) to get in, to insert, to put on",JLPT N2
早口,はやくち,fast-talking,JLPT N2
払い込む,はらいこむ,"to deposit, to pay in",JLPT N2
払い戻す,はらいもどす,"to repay, to pay back",JLPT N2
針金,はりがね,wire,JLPT N2
張り切る,はりきる,"to be in high spirits, to be full of vigor",JLPT N2
反～,はん～,"anti ~, counter ~",JLPT N2
反映,はんえい,"reflection, influence",JLPT N2
半径,はんけい,radius,JLPT N2
判子,はんこ,seal (used for signature),JLPT N2
万歳,ばんざい,"banzai, Long live ~!",JLPT N2
判事,はんじ,"judge, justice",JLPT N2
番地,ばんち,"house number, address",JLPT N2
パンツ,パンツ,underpants,JLPT N2
バンド,バンド,band,JLPT N2
半島,はんとう,peninsula,JLPT N2
ハンドル,ハンドル,"handle, steering wheel",JLPT N2
～番目,～ばんめ,~th,JLPT N2
非～,ひ～,"anti~, counter~, an~, non~",JLPT N2
～費,～ひ,cost of ~,JLPT N2
日当たり,ひあたり,"exposure to the sun, sunny place",JLPT N2
日帰り,ひがえり,day trip,JLPT N2
比較的,ひかくてき,comparatively; relatively,JLPT N2
日陰,ひかげ,shadow,JLPT N2
ぴかぴか,ぴかぴか,"glitter, sparkle",JLPT N2
引受る,ひきうける,"to undertake, to take up, to take over",JLPT N2
引き返す,ひきかえす,"to turn back, to go back, reverse",JLPT N2
引算,ひきざん,subtraction,JLPT N2
引き出す,ひきだす,"to pull out, to take out, to withdraw",JLPT N2
引き止める,ひきとめる,"to keep back, to prevent, to hold back",JLPT N2
卑怯,ひきょう,"cowardice, meanness, unfairness",JLPT N2
引分け,ひきわけ,"a draw (in competition), tie game",JLPT N2
陽射,ひざし,"sunlight, rays of the sun",JLPT N2
肘,ひじ,elbow,JLPT N2
ピストル,ピストル,pistol,JLPT N2
ビタミン,ビタミン,vitamin,JLPT N2
ぴたり,ぴたり,exactly; close-fitting,JLPT N2
引っ掛かる,ひっかかる,"to be caught in, to be stuck in",JLPT N2
筆記,ひっき,"note taking, writing",JLPT N2
引っ繰り返す,ひっくりかえす,"to turn over, to overturn, to knock over",JLPT N2
引っ繰り返る,ひっくりかえる,"to be overturned, to be upset, to topple over, to be reversed",JLPT N2
引っ込む,ひっこむ,"to draw back, to sink, to cave in",JLPT N2
筆者,ひっしゃ,"writer, author",JLPT N2
必需品,ひつじゅひん,"necessities, essential",JLPT N2
一～,ひと～,one ~,JLPT N2
人差指,ひとさしゆび,index finger,JLPT N2
一通り,ひととおり,"general, briefly",JLPT N2
人通り,ひとどおり,pedestrian traffic,JLPT N2
ひとまず,ひとまず,"for the present, once, for the time being",JLPT N2
瞳,ひとみ,pupil (of eye),JLPT N2
一休み,ひとやすみ,a rest,JLPT N2
独り言,ひとりごと,"a soliloquy, a monologue, speaking to oneself",JLPT N2
ひとりでに,ひとりでに,"by itself, automatically, naturally",JLPT N2
ビニール,ビニール,vinyl,JLPT N2
皮肉,ひにく,"cynicism, sarcasm",JLPT N2
日日,ひにち,date,JLPT N2
捻る,ひねる,"to twist, to turn",JLPT N2
日の入り,ひのいり,sunset,JLPT N2
日の出,ひので,sunrise,JLPT N2
響き,ひびき,"echo, sound",JLPT N2
響く,ひびく,to resound; to affect,JLPT N2
皮膚,ひふ,skin,JLPT N2
ひゃっかじてん,ひゃっかじてん,encyclopedia,JLPT N2
美容,びよう,beauty of figure or form,JLPT N2
～病,～びょう,kind of disease,JLPT N2
表紙,ひょうし,"front cover, binding",JLPT N2
標識,ひょうしき,"sign, mark",JLPT N2
標準,ひょうじゅん,"standard, level",JLPT N2
標本,ひょうほん,"example, specimen",JLPT N2
評論,ひょうろん,"criticism, critique",JLPT N2
ビルディング,ビルディング,building,JLPT N2
昼寝,ひるね,"nap (at home), siesta",JLPT N2
広さ,ひろさ,extent,JLPT N2
広場,ひろば,plaza,JLPT N2
広々,ひろびろ,"extensive, spacious",JLPT N2
ピンク,ピンク,pink,JLPT N2
便箋,びんせん,"writing paper, stationery",JLPT N2
瓶詰,びんづめ,"bottling, bottled",JLPT N2
～部,～ぶ,~ part,JLPT N2
ファスナー,ファスナー,"fastener, zipper",JLPT N2
～風,～ふう,~ style,JLPT N2
風船,ふうせん,balloon,JLPT N2
不運,ふうん,"unlucky, misfortune, bad luck",JLPT N2
不規則,ふきそく,"irregularity, unsteadiness",JLPT N2
普及,ふきゅう,"diffusion, spread",JLPT N2
付近,ふきん,"neighborhood, vicinity",JLPT N2
副～,ふく～,vice ~,JLPT N2
副詞,ふくし,adverb,JLPT N2
複写,ふくしゃ,"copy, duplicate",JLPT N2
複数,ふくすう,"plural, multiple",JLPT N2
膨らます,ふくらます,"to swell, to expand, to inflate",JLPT N2
膨らむ,ふくらむ,"to expand, to swell (out), to become inflated",JLPT N2
不潔,ふけつ,"unclean, dirty",JLPT N2
更ける,ふける,"to get late, to wear on",JLPT N2
符号,ふごう,"sign, mark, symbol",JLPT N2
夫妻,ふさい,"man and wife, married couple",JLPT N2
塞がる,ふさがる,"to be plugged up, to be shut up",JLPT N2
塞ぐ,ふさぐ,"to stuff, to close up, to block (up)",JLPT N2
ふざける,ふざける,"to romp, to gambol, to frolic",JLPT N2
無沙汰,ぶさた,neglecting to stay in contact,JLPT N2
武士,ぶし,"warrior, samurai",JLPT N2
部首,ぶしゅ,radical (of a kanji character),JLPT N2
襖,ふすま,sliding screen,JLPT N2
附属,ふぞく,"attached, belonging, affiliated",JLPT N2
蓋,ふた,"cover, lid, cap",JLPT N2
物騒,ぶっそう,"dangerous, disturbed, insecure",JLPT N2
ぶつぶつ,ぶつぶつ,"grumbling, complaining in a small voice",JLPT N2
船便,ふなびん,surface mail (ship),JLPT N2
部品,ぶひん,"parts, accessories",JLPT N2
吹雪,ふぶき,snow storm,JLPT N2
父母,ふぼ,"father and mother, parents",JLPT N2
踏切,ふみきり,"railway crossing, level crossing, starting line, scratch, crossover",JLPT N2
麓,ふもと,"the foot, the bottom, the base (of a mountain)",JLPT N2
フライパン,フライパン,"fry pan, frying pan",JLPT N2
ブラウス,ブラウス,blouse,JLPT N2
ぶらさげる,ぶらさげる,"to hang, to suspend, to swing",JLPT N2
ブラシ,ブラシ,brush,JLPT N2
プラットホーム,プラットホーム,platform,JLPT N2
～振り,～ぶり,after an interval of ~,JLPT N2
フリー,フリー,free,JLPT N2
振り仮名,ふりがな,pronunciation key,JLPT N2
振り向く,ふりむく,"to turn one's face, to turn around",JLPT N2
プリント,プリント,"print, handout",JLPT N2
古～,ふる～,old ~,JLPT N2
故郷,ふるさと,"home town, birthplace",JLPT N2
古里,ふるさと,"home town, birthplace",JLPT N2
振舞う,ふるまう,"to behave, to conduct",JLPT N2
ブローチ,ブローチ,brooch,JLPT N2
プログラム,プログラム,program,JLPT N2
風呂敷,ふろしき,"wrapping cloth, cloth wrapper",JLPT N2
ふわふわ,ふわふわ,"light, soft",JLPT N2
噴火,ふんか,eruption,JLPT N2
分解,ぶんかい,"analysis, disassembly",JLPT N2
文芸,ぶんげい,"literature, art and literature",JLPT N2
文献,ぶんけん,"literature, books (reference)",JLPT N2
噴水,ふんすい,water fountain,JLPT N2
分数,ぶんすう,fraction (in math),JLPT N2
文体,ぶんたい,literary style,JLPT N2
分布,ぶんぷ,distribution,JLPT N2
文房具,ぶんぼうぐ,stationery,JLPT N2
文脈,ぶんみゃく,context,JLPT N2
分量,ぶんりょう,"amount, quantity",JLPT N2
分類,ぶんるい,classification,JLPT N2
閉会,へいかい,closure,JLPT N2
平気,へいき,"coolness, calmness, unconcern",JLPT N2
並行,へいこう,"(going) side by side, concurrent, at the same time",JLPT N2
平日,へいじつ,weekday,JLPT N2
兵隊,へいたい,soldier,JLPT N2
平凡,へいぼん,"common, ordinary",JLPT N2
平野,へいや,"plain, open field",JLPT N2
凹む,へこむ,"to be dented, to be indented",JLPT N2
へそ,へそ,"navel, belly-button",JLPT N2
隔てる,へだてる,to be shut out,JLPT N2
別荘,べっそう,villa; vacation home; summer cottage,JLPT N2
別々,べつべつ,"separately, individually",JLPT N2
ベテラン,ベテラン,veteran,JLPT N2
ヘリコプター,ヘリコプター,helicopter,JLPT N2
～遍,～へん,time,JLPT N2
～弁,～べん,"speech, dialect",JLPT N2
編集,へんしゅう,"editing, compilation, editorial (e.g., committee)",JLPT N2
便所,べんじょ,"toilet, lavatory",JLPT N2
ペンチ,ペンチ,pliers (lit: pinchers),JLPT N2
～歩,～ほ,"step, pace",JLPT N2
～ぽい,～ぽい,~ish,JLPT N2
～ほう (ひかく),～ほう (ひかく),(in comparison),JLPT N2
防～,ぼう～,~ prevention,JLPT N2
望遠鏡,ぼうえんきょう,telescope,JLPT N2
方角,ほうがく,"direction, way",JLPT N2
箒,ほうき,broom,JLPT N2
方言,ほうげん,dialect,JLPT N2
坊さん,ぼうさん,"Buddhist priest, monk",JLPT N2
防止,ぼうし,"prevention, check",JLPT N2
方針,ほうしん,"objective, plan, policy",JLPT N2
法則,ほうそく,"law, rule",JLPT N2
包帯,ほうたい,bandage,JLPT N2
膨大,ぼうだい,"enormous, extensive",JLPT N2
包丁,ほうちょう,"kitchen knife, carving knife",JLPT N2
方程式,ほうていしき,equation,JLPT N2
防犯,ぼうはん,prevention of crime,JLPT N2
方面,ほうめん,direction; area,JLPT N2
坊や,ぼうや,boy,JLPT N2
放る,ほうる,to let go,JLPT N2
ボーナス,ボーナス,bonus,JLPT N2
朗らか,ほがらか,"bright, cheerful, melodious",JLPT N2
牧場,ぼくじょう,farm (livestock); pasture land,JLPT N2
牧畜,ぼくちく,stock-farming,JLPT N2
保健,ほけん,"health preservation, hygiene, sanitation",JLPT N2
募集,ぼしゅう,recruitment,JLPT N2
干す,ほす,"to air, to dry, to drink up",JLPT N2
ポスター,ポスター,poster,JLPT N2
北極,ほっきょく,North Pole,JLPT N2
坊っちゃん,ぼっちゃん,son (of others),JLPT N2
解く,ほどく,to unfasten,JLPT N2
掘る,ほる,"to dig, to excavate",JLPT N2
彫る,ほる,"to carve, to chisel",JLPT N2
ぼろ,ぼろ,"rag, tattered clothes",JLPT N2
盆,ぼん,Festival of the Dead; tray,JLPT N2
盆地,ぼんち,"basin (e.g., between mountains)",JLPT N2
ほんの～,ほんの～,"mere, just",JLPT N2
本部,ほんぶ,headquarters,JLPT N2
本来,ほんらい,"essentially, naturally, by nature",JLPT N2
まあまあ,まあまあ,okay; so-so; decent,JLPT N2
毎～,まい～,every ~,JLPT N2
枚数,まいすう,the number of flat things,JLPT N2
毎度,まいど,"each time, common service-sector greeting",JLPT N2
枕,まくら,pillow,JLPT N2
曲げる,まげる,"to bend, to crook, to lean",JLPT N2
まごまご,まごまご,"confused, be at a loss",JLPT N2
摩擦,まさつ,friction; rubbing; chafe,JLPT N2
マスク,マスク,mask,JLPT N2
またぐ,またぐ,to straddle,JLPT N2
待合室,まちあいしつ,waiting room,JLPT N2
待ち合わせる,まちあわせる,"to rendezvous, to meet at a prearranged place and time",JLPT N2
街角,まちかど,street corner,JLPT N2
真っ暗,まっくら,total darkness,JLPT N2
真っ黒,まっくろ,pitch black,JLPT N2
真っ青,まっさお,"deep blue, ghastly pale",JLPT N2
真っ先,まっさき,"foremost, beginning",JLPT N2
真っ白,まっしろ,pure white,JLPT N2
祭る,まつる,"to deify, to enshrine",JLPT N2
窓口,まどぐち,(ticket) window,JLPT N2
真似る,まねる,"to mimic, to imitate",JLPT N2
まぶた,まぶた,eyelids,JLPT N2
マフラー,マフラー,a winter scarf,JLPT N2
間も無く,まもなく,"soon, in a short time",JLPT N2
マラソン,マラソン,marathon,JLPT N2
稀,まれ,"rare, seldom",JLPT N2
回り道,まわりみち,detour,JLPT N2
満員,まんいん,"full house, no vacancy, sold out",JLPT N2
マンション,マンション,"multistory apartment house, condominium",JLPT N2
満点,まんてん,perfect score,JLPT N2
未～,み～,not yet ~,JLPT N2
見上げる,みあげる,"to look up at, to admire",JLPT N2
見送る,みおくる,to see off; to escort; to let pass,JLPT N2
見下ろす,みおろす,"to overlook, to look down on something",JLPT N2
見掛け,みかけ,outward appearance,JLPT N2
三日月,みかづき,crescent moon,JLPT N2
岬,みさき,cape (on coast),JLPT N2
みじめ,みじめ,"sad, pitiful, wretched",JLPT N2
ミシン,ミシン,sewing machine,JLPT N2
自ら,みずから,"for one's self, personally",JLPT N2
水着,みずぎ,bathing suit (woman's),JLPT N2
店屋,みせや,"store, shop",JLPT N2
～みたい,～みたい,looks like ~,JLPT N2
見出し,みだし,"heading, index",JLPT N2
道順,みちじゅん,"itinerary, route",JLPT N2
みっともない,みっともない,"shameful, indecent",JLPT N2
見詰める,みつめる,"to stare at, to gaze at",JLPT N2
見直す,みなおす,"to look over again, to review",JLPT N2
見慣れる,みなれる,"to become used to seeing, to be familiar with",JLPT N2
醜い,みにくい,ugly,JLPT N2
実る,みのる,"to bear fruit, to ripen",JLPT N2
身分,みぶん,"position, status",JLPT N2
見本,みほん,sample,JLPT N2
見舞う,みまう,"to ask after (health), to visit",JLPT N2
未満,みまん,"less than, insufficient",JLPT N2
名字,みょうじ,"surname, family name",JLPT N2
ミリ (メートル),ミリ (メートル),milli-,JLPT N2
民間,みんかん,"private, civilian",JLPT N2
民主～,みんしゅ～,democratic,JLPT N2
民謡,みんよう,"folk song, popular song",JLPT N2
～向け,～むけ,for ~,JLPT N2
無限,むげん,infinite,JLPT N2
無地,むじ,plain,JLPT N2
矛盾,むじゅん,"contradiction, inconsistency",JLPT N2
無数,むすう,"countless number, infinite number",JLPT N2
紫,むらさき,"purple color, violet",JLPT N2
群れ,むれ,"crowd, flock, herd",JLPT N2
姪,めい,niece,JLPT N2
名～,めい～,famous ~,JLPT N2
～名,～めい,counter for people,JLPT N2
名作,めいさく,masterpiece,JLPT N2
名所,めいしょ,famous place,JLPT N2
命ずる,めいずる,"to command, to appoint",JLPT N2
迷信,めいしん,superstition,JLPT N2
名物,めいぶつ,"famous product, special product, speciality",JLPT N2
銘々,めいめい,"each, individual",JLPT N2
恵まれる,めぐまれる,"to be blessed with, to be rich in",JLPT N2
巡る,めぐる,to go around,JLPT N2
目指す,めざす,"to aim at, to have an eye on",JLPT N2
目覚し,めざまし,alarm-clock,JLPT N2
目下,めした,"at present, now",JLPT N2
目印,めじるし,"mark, sign, landmark",JLPT N2
目立つ,めだつ,"to be conspicuous, to stand out",JLPT N2
めちゃくちゃ,めちゃくちゃ,"absurd, messed up, wrecked",JLPT N2
めっきり,めっきり,remarkably,JLPT N2
めでたい,めでたい,"happy, propitious, joyous",JLPT N2
メニュー,メニュー,menu,JLPT N2
めまい,めまい,"dizziness, giddiness",JLPT N2
目安,めやす,"criterion, aim",JLPT N2
免税,めんぜい,tax exemption,JLPT N2
面積,めんせき,area,JLPT N2
面倒臭い,めんどうくさい,"bother to do, tiresome",JLPT N2
儲かる,もうかる,"to be profitable, to yield a profit",JLPT N2
儲ける,もうける,"to earn, to have (bear, beget) a child",JLPT N2
申し訳ない,もうしわけない,"inexcusable, I am sorry",JLPT N2
モーター,モーター,motor,JLPT N2
木材,もくざい,"lumber, timber, wood",JLPT N2
目次,もくじ,table of contents,JLPT N2
潜る,もぐる,"to drive, to pass through; to evade, to hide",JLPT N2
もしかしたら,もしかしたら,"perhaps, maybe, by some chance",JLPT N2
もたれる,もたれる,"to lean against, to lean on",JLPT N2
モダン,モダン,modern,JLPT N2
餅,もち,sticky rice cake,JLPT N2
～もち,～もち,person who has ~,JLPT N2
モデル,モデル,a fashion model,JLPT N2
元々,もともと,"originally, by nature, from the start",JLPT N2
物置,ものおき,storage room,JLPT N2
物語る,ものがたる,"to tell, to indicate",JLPT N2
物差し,ものさし,"ruler, measure",JLPT N2
物凄い,ものすごい,"earth-shattering, staggering, to a very great extent",JLPT N2
モノレール,モノレール,monorail,JLPT N2
紅葉,もみじ,(Japanese) maple,JLPT N2
揉む,もむ,"to rub, to crumple (up), to wrinkle",JLPT N2
催し,もよおし,"event, festivities, function",JLPT N2
盛る,もる,to serve (food); to fill up; to prescribe,JLPT N2
～問,～もん,counter for questions,JLPT N2
問答,もんどう,"questions and answers, dialogue",JLPT N2
～夜,～や,counter for nights,JLPT N2
やかましい,やかましい,"to be fussy, to be overly critical",JLPT N2
夜間,やかん,"at night, nighttime",JLPT N2
やかん,やかん,kettle,JLPT N2
役者,やくしゃ,actor,JLPT N2
役所,やくしょ,"government office, public office",JLPT N2
役人,やくにん,government official,JLPT N2
薬品,やくひん,"medicine(s), chemical(s)",JLPT N2
役目,やくめ,"duty, business",JLPT N2
火傷,やけど,"burn, scald",JLPT N2
夜行,やこう,"night train, night travel",JLPT N2
矢印,やじるし,directing arrow,JLPT N2
やたらに,やたらに,"randomly, recklessly, blindly",JLPT N2
薬局,やっきょく,"pharmacy, drugstore",JLPT N2
やっつける,やっつける,"to attack (an enemy), to beat, to finish off",JLPT N2
家主,やぬし,landlord,JLPT N2
やっぱり,やっぱり,"after all, anyway",JLPT N2
破く,やぶく,to tear,JLPT N2
やむをえない,やむをえない,"cannot be helped, unavoidable",JLPT N2
軟らかい,やわらかい,"soft, tender, limp",JLPT N2
遊園地,ゆうえんち,amusement park,JLPT N2
夕刊,ゆうかん,evening paper,JLPT N2
郵送,ゆうそう,mailing,JLPT N2
夕立,ゆうだち,(sudden) evening shower (rain),JLPT N2
夕日,ゆうひ,"(in) the evening sun, setting sun",JLPT N2
悠々,ゆうゆう,"quiet, calm, leisurely",JLPT N2
有料,ゆうりょう,"admission-paid, toll",JLPT N2
浴衣,ゆかた,"bathrobe, informal summer kimono",JLPT N2
行方,ゆくえ,one's whereabouts,JLPT N2
湯気,ゆげ,steam,JLPT N2
輸血,ゆけつ,blood transfusion,JLPT N2
輸送,ゆそう,"transport, transportation",JLPT N2
油断,ゆだん,"negligence, unpreparedness",JLPT N2
湯飲み,ゆのみ,teacup,JLPT N2
緩い,ゆるい,"loose, lenient, slow",JLPT N2
溶岩,ようがん,lava,JLPT N2
用語,ようご,"term, terminology",JLPT N2
要旨,ようし,"gist, essentials, summary",JLPT N2
幼児,ようじ,"infant, baby, child",JLPT N2
容積,ようせき,"capacity, volume",JLPT N2
幼稚,ようち,"infancy, childish, infantile",JLPT N2
幼稚園,ようちえん,kindergarten,JLPT N2
用途,ようと,"use, usefulness",JLPT N2
洋品店,ようひんてん,clothes store,JLPT N2
養分,ようぶん,"nourishment, nutrient",JLPT N2
羊毛,ようもう,wool,JLPT N2
漸く,ようやく,"at last, finally, hardly",JLPT N2
要領,ようりょう,"gist, essentials, outline",JLPT N2
翌～,よく～,next ~,JLPT N2
欲張り,よくばり,greedy,JLPT N2
余計,よけい,"too much, unnecessary, abundance, surplus, excess, superfluity",JLPT N2
よこす,よこす,"to send, to forward; to hand over (e.g., money)",JLPT N2
余所,よそ,"another place, somewhere else, strange parts",JLPT N2
四つ角,よつかど,"four corners, crossroads",JLPT N2
酔っ払い,よっぱらい,drunkard,JLPT N2
予備,よび,"preparation, spare",JLPT N2
呼び掛ける,よびかける,"to call out to, to accost, to address (crowd), to appeal",JLPT N2
呼び出す,よびだす,"to summon, to call (e.g., phone)",JLPT N2
蘇る,よみがえる,"to be resurrected, to be revived",JLPT N2
慶ぶ,よろこぶ,"to be delighted, to be glad",JLPT N2
～等,～ら,plural persons,JLPT N2
来日,らいにち,"coming to Japan, visit to Japan",JLPT N2
落第,らくだい,"failure, dropping out of a class",JLPT N2
ラッシュアワー,ラッシュアワー,rush hour,JLPT N2
欄,らん,"column of text (e.g., as in a newspaper)",JLPT N2
ランチ,ランチ,lunch,JLPT N2
ランニング,ランニング,running; tank top,JLPT N2
乱暴,らんぼう,"rude, violent, rough",JLPT N2
理科,りか,science,JLPT N2
利害,りがい,"advantages and disadvantages, interest",JLPT N2
段階,だんかい,"gradation, grade, stage",JLPT N2
短期,たんき,short term,JLPT N2
炭鉱,たんこう,"coal mine, coal pit",JLPT N2
短所,たんしょ,"defect, weak point; disadvantage",JLPT N2
たんす,たんす,chest of drawers,JLPT N2
淡水,たんすい,fresh water,JLPT N2
断水,だんすい,water outage,JLPT N2
単数,たんすう,singular (number),JLPT N2
団地,だんち,housing complex,JLPT N2
断定,だんてい,"conclusion, decision",JLPT N2
短編,たんぺん,"short (e.g., story, film)",JLPT N2
誓う,ちかう,"to swear, to vow",JLPT N2
地下水,ちかすい,underground water,JLPT N2
近々,ちかぢか,"soon, before long",JLPT N2
近付ける,ちかづける,"to bring near, to put close, to let come near",JLPT N2
近寄る,ちかよる,"to approach, to draw near",JLPT N2
力強い,ちからづよい,"powerful, strong, vigorous",JLPT N2
ちぎる,ちぎる,"to cut up fine, to pick (fruit)",JLPT N2
地質,ちしつ,geological features,JLPT N2
知人,ちじん,"friend, acquaintance",JLPT N2
地帯,ちたい,"area, zone",JLPT N2
縮む,ちぢむ,"to shrink, to be contracted",JLPT N2
縮める,ちぢめる,"to shorten, to reduce, to shrink",JLPT N2
縮れる,ちぢれる,"to be wavy, to be curled",JLPT N2
チップ,チップ,"gratuity, tip; chip",JLPT N2
地点,ちてん,"site, point on a map",JLPT N2
地名,ちめい,place name,JLPT N2
茶色い,ちゃいろい,brown,JLPT N2
～着,～ちゃく,counter for clothes; finishing place,JLPT N2
着々,ちゃくちゃく,steadily,JLPT N2
中間,ちゅうかん,"middle, midway, interim",JLPT N2
中旬,ちゅうじゅん,second third of a month,JLPT N2
抽象,ちゅうしょう,abstract,JLPT N2
中世,ちゅうせい,"Middle Ages, medieval times",JLPT N2
中性,ちゅうせい,"neuter gender, neutral",JLPT N2
中途,ちゅうと,"in the middle, half-way",JLPT N2
中年,ちゅうねん,middle-aged,JLPT N2
長～,ちょう～,long ~,JLPT N2
～庁,～ちょう,"office, agency",JLPT N2
～兆,～ちょう,trillion,JLPT N2
～長,～ちょう,"leader, head",JLPT N2
～帳,～ちょう,"~ book, notebook",JLPT N2
超過,ちょうか,"excess, being more than",JLPT N2
彫刻,ちょうこく,"carving, engraving, sculpture",JLPT N2
長所,ちょうしょ,"strong point, merit; advantage",JLPT N2
長女,ちょうじょ,eldest daughter,JLPT N2
調整,ちょうせい,"regulation, adjustment, tuning",JLPT N2
調節,ちょうせつ,"regulation, adjustment, control",JLPT N2
長短,ちょうたん,"length, long and short, +-",JLPT N2
頂点,ちょうてん,"top, summit",JLPT N2
長男,ちょうなん,eldest son,JLPT N2
長方形,ちょうほうけい,"rectangle, oblong",JLPT N2
調味料,ちょうみりょう,"condiment, seasoning",JLPT N2
～丁目,～ちょうめ,"~ district (of a town; city, block)",JLPT N2
チョーク,チョーク,chalk,JLPT N2
直後,ちょくご,immediately following,JLPT N2
直線,ちょくせん,straight line,JLPT N2
直前,ちょくぜん,just before,JLPT N2
直通,ちょくつう,direct connection,JLPT N2
