expression,reading,meaning,tags
延びる,のびる,to be prolonged,JLPT N3
述べる,のべる,"to state, to express, to mention",JLPT N3
上る,のぼる,"to ascend, to go up, to climb",JLPT N3
昇る,のぼる,"to arise, to ascend, to go up",JLPT N3
載る,のる,"to appear (in print), to be recorded",JLPT N3
のんびり,のんびり,"carefree, at leisure",JLPT N3
場,ば,"place, field (physics)",JLPT N3
はあ (かん),はあ (かん),(sigh),JLPT N3
パーセント,パーセント,percent,JLPT N3
灰,はい,ash,JLPT N3
梅雨,ばいう,rainy season,JLPT N3
バイオリン,バイオリン,violin,JLPT N3
ハイキング,ハイキング,hiking,JLPT N3
配達,はいたつ,"delivery, distribution",JLPT N3
パイプ,パイプ,pipe; channels official or otherwise,JLPT N3
俳優,はいゆう,"actor, actress, performer",JLPT N3
パイロット,パイロット,pilot,JLPT N3
生える,はえる,"to grow, to spring up; to cut (teeth)",JLPT N3
墓,はか,"grave, tomb",JLPT N3
馬鹿,ばか,"fool, idiot",JLPT N3
博士,はかせ,"doctorate, PhD., doctor",JLPT N3
計る,はかる,"to measure, to weigh, to survey",JLPT N3
量る,はかる,"to measure, to weigh, to survey",JLPT N3
測る,はかる,"to measure, to weigh, to survey",JLPT N3
掃く,はく,"to sweep, to brush, to gather up",JLPT N3
吐く,はく,"to throw up, to vomit",JLPT N3
拍手,はくしゅ,"clapping hands, applause",JLPT N3
莫大,ばくだい,"enormous, vast",JLPT N3
爆発,ばくはつ,"explosion, detonation, eruption",JLPT N3
博物館,はくぶつかん,museum,JLPT N3
激しい,はげしい,"violent, vehement, intense",JLPT N3
はさみ,はさみ,scissors,JLPT N3
破産,はさん,(personal) bankruptcy,JLPT N3
端,はし,"end (e.g., of street), edge, margin",JLPT N3
始まり,はじまり,"origin, beginning",JLPT N3
パス,パス,"path, pass (in games)",JLPT N3
外す,はずす,"to unfasten, to remove",JLPT N3
パスポート,パスポート,passport,JLPT N3
外れる,はずれる,"to be disconnected, to be out (e.g., of gear)",JLPT N3
旗,はた,flag,JLPT N3
肌,はだ,skin,JLPT N3
裸,はだか,"naked, nude",JLPT N3
畑,はたけ,"field, patch",JLPT N3
働き,はたらき,"work, labor",JLPT N3
バッグ,バッグ,bag,JLPT N3
発見,はっけん,"discovery, detection, finding",JLPT N3
発行,はっこう,issue (publications),JLPT N3
発車,はっしゃ,departure of a vehicle,JLPT N3
発射,はっしゃ,"firing, shooting, discharge",JLPT N3
罰する,ばっする,"to punish, to penalize",JLPT N3
発達,はったつ,"development, growth",JLPT N3
ばったり,ばったり,(to meet) by chance,JLPT N3
発展,はってん,"development, growth, progress",JLPT N3
発表,はっぴょう,announcement; publication; presentation,JLPT N3
発明,はつめい,invention,JLPT N3
派手,はで,"showy, flashy, gaudy",JLPT N3
話し合う,はなしあう,"to discuss, to talk together",JLPT N3
離す,はなす,"to part, to separate",JLPT N3
放す,はなす,"to separate, to set free",JLPT N3
離れる,はなれる,"(something, someone) separates; parts from; to be apart",JLPT N3
放れる,はなれる,"to leave, to get free, to cut oneself off",JLPT N3
羽,はね,wing,JLPT N3
羽根,はね,feather,JLPT N3
幅,はば,"width, breadth",JLPT N3
母親,ははおや,mother,JLPT N3
省く,はぶく,"to omit, to eliminate",JLPT N3
場面,ばめん,"scene, setting (e.g., of novel)",JLPT N3
流行る,はやる,"to be popular, to come into fashion",JLPT N3
腹,はら,"abdomen, belly, stomach",JLPT N3
原,はら,"field, plain",JLPT N3
バランス,バランス,balance,JLPT N3
針,はり,"needle, hand (e.g., clock)",JLPT N3
範囲,はんい,"extent, scope, range",JLPT N3
反抗,はんこう,"opposition, resistance",JLPT N3
犯罪,はんざい,crime,JLPT N3
ハンサム,ハンサム,handsome,JLPT N3
反省,はんせい,"reflection, reconsideration, regret",JLPT N3
判断,はんだん,"judgment, decision",JLPT N3
犯人,はんにん,"offender, criminal",JLPT N3
販売,はんばい,"sale, selling, marketing",JLPT N3
灯,ひ,light,JLPT N3
ビール,ビール,beer,JLPT N3
被害,ひがい,damage,JLPT N3
比較,ひかく,comparison,JLPT N3
ピクニック,ピクニック,picnic,JLPT N3
悲劇,ひげき,tragedy,JLPT N3
飛行,ひこう,"aviation, flight",JLPT N3
膝,ひざ,"knee, lap",JLPT N3
非常,ひじょう,"emergency, extraordinary, unusual",JLPT N3
美人,びじん,beautiful person (woman),JLPT N3
額,ひたい,"forehead, brow",JLPT N3
日付,ひづけ,"date, dating",JLPT N3
引越し,ひっこし,"moving, changing residence",JLPT N3
必死,ひっし,"desperation, frantic, inevitable result",JLPT N3
ぴったり,ぴったり,"exactly, neatly, sharp",JLPT N3
引っ張る,ひっぱる,"to pull, to stretch, to drag",JLPT N3
否定,ひてい,"negation, denial",JLPT N3
ビデオ,ビデオ,video tape; VCR,JLPT N3
一言,ひとこと,one word,JLPT N3
人込み,ひとごみ,crowd of people,JLPT N3
等しい,ひとしい,equal,JLPT N3
独り,ひとり,"alone, unmarried",JLPT N3
一人一人,ひとりひとり,"one by one, each",JLPT N3
批判,ひはん,criticism,JLPT N3
批評,ひひょう,"criticism, review, commentary",JLPT N3
秘密,ひみつ,"secret, secrecy",JLPT N3
微妙,びみょう,"delicate, subtle",JLPT N3
紐,ひも,"string, cord",JLPT N3
冷やす,ひやす,"to cool, to refrigerate",JLPT N3
費用,ひよう,"cost, expense",JLPT N3
表,ひょう,"table (e.g., Tab 1), chart, list",JLPT N3
秒,びょう,second (60th min),JLPT N3
評価,ひょうか,"assessment, evaluation",JLPT N3
表現,ひょうげん,"expression, presentation",JLPT N3
表情,ひょうじょう,facial expression,JLPT N3
平等,びょうどう,"equality, impartiality, evenness",JLPT N3
評判,ひょうばん,"fame, reputation",JLPT N3
表面,ひょうめん,"surface, outside, face",JLPT N3
広がる,ひろがる,"to spread (out), to extend, to stretch, to reach to, to get around",JLPT N3
広げる,ひろげる,"to spread, to extend, to expand, to enlarge",JLPT N3
広める,ひろめる,"to broaden, to propagate",JLPT N3
品,ひん,"goods; taste, elegance",JLPT N3
瓶,びん,bottle,JLPT N3
便,びん,"way, means; flight",JLPT N3
ピン,ピン,pin,JLPT N3
不,ふ,"un(~), non(~), negative prefix",JLPT N3
不,ぶ,"un(~), non(~), negative prefix",JLPT N3
無,ぶ,"nothing, naught, nil, zero",JLPT N3
分,ぶ,"dividing, part",JLPT N3
不安,ふあん,"anxiety, uneasiness",JLPT N3
風景,ふうけい,scenery,JLPT N3
夫婦,ふうふ,"married couple, husband and wife",JLPT N3
笛,ふえ,"flute, whistle",JLPT N3
不可,ふか,"wrong, bad, impossible",JLPT N3
深まる,ふかまる,to deepen,JLPT N3
武器,ぶき,"weapon, arms",JLPT N3
拭く,ふく,"to wipe, to dry",JLPT N3
服装,ふくそう,"clothes, attire",JLPT N3
含む,ふくむ,"to contain, to include",JLPT N3
含める,ふくめる,to include,JLPT N3
袋,ふくろ,"bag, sack",JLPT N3
不幸,ふこう,"unhappiness, sorrow, misfortune",JLPT N3
節,ふし,"tune, tone, knob",JLPT N3
無事,ぶじ,"safety, peace",JLPT N3
不思議,ふしぎ,"mystery, curiosity",JLPT N3
不自由,ふじゆう,"discomfort, disability, inconvenience",JLPT N3
夫人,ふじん,"wife, Mrs, madam",JLPT N3
婦人,ふじん,woman (same as 女性 (じょせい)、女の人 (おんなのひと)),JLPT N3
不正,ふせい,"injustice, unfairness",JLPT N3
防ぐ,ふせぐ,"to defend (against), to protect, to prevent",JLPT N3
不足,ふそく,"insufficiency, shortage",JLPT N3
舞台,ぶたい,stage (theater),JLPT N3
双子,ふたご,"twins, a twin",JLPT N3
再び,ふたたび,"again, once more, a second time",JLPT N3
普段,ふだん,"in everyday situations, usually, ordinarily",JLPT N3
縁,ふち,"edge, rim",JLPT N3
打つ,ぶつ,"to hit, to strike",JLPT N3
不通,ふつう,"blockade, interruption, stoppage",JLPT N3
物価,ぶっか,(commodity/consumer) prices,JLPT N3
ぶつかる,ぶつかる,"to strike, to collide with",JLPT N3
ぶつける,ぶつける,"to knock, to strike hard, to hit and attack",JLPT N3
物質,ぶっしつ,"material, substance",JLPT N3
物理,ぶつり,physics,JLPT N3
筆,ふで,writing brush,JLPT N3
ふと,ふと,"suddenly, accidentally, incidentally",JLPT N3
部分,ぶぶん,"portion, section, part",JLPT N3
不平,ふへい,"complaint, discontent, dissatisfaction",JLPT N3
不満,ふまん,"dissatisfaction, discontent, complaints",JLPT N3
増やす,ふやす,"to increase (v.t.), to add to",JLPT N3
殖やす,ふやす,"to increase, to add to",JLPT N3
プラス,プラス,plus,JLPT N3
プラスチック,プラスチック,plastic,JLPT N3
プラン,プラン,plan,JLPT N3
不利,ふり,"disadvantage, drawback",JLPT N3
振る,ふる,"to wave, to shake; to sprinkle; to cast (actor)",JLPT N3
震える,ふるえる,"to shiver, to shake, to quake",JLPT N3
ブレーキ,ブレーキ,a brake,JLPT N3
触れる,ふれる,"to touch, to feel, to violate",JLPT N3
プロ,プロ,professional,JLPT N3
分,ぶん,"dividing, part, segment",JLPT N3
文,ぶん,sentence,JLPT N3
雰囲気,ふんいき,"atmosphere (e.g., musical), mood, ambiance",JLPT N3
分析,ぶんせき,analysis,JLPT N3
文明,ぶんめい,civilization,JLPT N3
分野,ぶんや,"field, sphere",JLPT N3
塀,へい,"wall, fence",JLPT N3
平均,へいきん,"equilibrium, balance, average",JLPT N3
平和,へいわ,peace,JLPT N3
別に,べつに,"(not) particularly, nothing",JLPT N3
減らす,へらす,"to decrease, to diminish",JLPT N3
減る,へる,"to decrease (in size or number), to diminish",JLPT N3
ベルト,ベルト,Belt for western clothes,JLPT N3
変化,へんか,"change, variation, shift",JLPT N3
ペンキ,ペンキ,paint,JLPT N3
変更,へんこう,"change, modification, alteration",JLPT N3
ベンチ,ベンチ,bench,JLPT N3
弁当,べんとう,box lunch,JLPT N3
方,ほう,side,JLPT N3
法,ほう,Act (law: the X Act),JLPT N3
棒,ぼう,"pole, rod, stick",JLPT N3
冒険,ぼうけん,"risk, venture, adventure",JLPT N3
方向,ほうこう,"direction, course, way",JLPT N3
報告,ほうこく,"report, information",JLPT N3
宝石,ほうせき,"gem, jewel",JLPT N3
包装,ほうそう,"packing, wrapping",JLPT N3
豊富,ほうふ,"abundance, plenty",JLPT N3
方法,ほうほう,"method, means, technique",JLPT N3
方々,ほうぼう,"here and there, everywhere",JLPT N3
訪問,ほうもん,"call, visit",JLPT N3
吠える,ほえる,"to bark, to howl",JLPT N3
ボーイ,ボーイ,porter; boy,JLPT N3
ボート,ボート,rowing boat,JLPT N3
ホーム,ホーム,platform; home,JLPT N3
ボール,ボール,ball; bowl,JLPT N3
他,ほか,other (esp. places and things),JLPT N3
誇り,ほこり,pride,JLPT N3
埃,ほこり,dust,JLPT N3
保証,ほしょう,"guarantee, assurance, warranty",JLPT N3
保存,ほぞん,"preservation, conservation",JLPT N3
歩道,ほどう,walkway,JLPT N3
仏,ほとけ,Buddha,JLPT N3
骨,ほね,bone,JLPT N3
炎,ほのお,flame,JLPT N3
頬,ほほ,cheek (of face),JLPT N3
頬,ほお,cheek (of face),JLPT N3
ほぼ,ほぼ,"almost, roughly",JLPT N3
微笑む,ほほえむ,to smile,JLPT N3
堀,ほり,"moat, canal",JLPT N3
濠,ほり,moat,JLPT N3
本当,ほんと,"truth, reality",JLPT N3
本人,ほんにん,the person himself,JLPT N3
本物,ほんもの,genuine article,JLPT N3
ぼんやり,ぼんやり,"dim, faint, vague",JLPT N3
間,ま,"space, room, pause",JLPT N3
まあ,まあ,well (used when making a modest or hesitant statement),JLPT N3
マーケット,マーケット,market,JLPT N3
マイク,マイク,mic,JLPT N3
迷子,まいご,lost (stray) child,JLPT N3
マイナス,マイナス,minus,JLPT N3
任せる,まかせる,"to entrust to another, to leave to",JLPT N3
巻く,まく,"to wind, to coil, to roll",JLPT N3
蒔く,まく,to sow (seeds),JLPT N3
撒く,まく,"to scatter, to sprinkle, to sow",JLPT N3
幕,まく,"curtain, act (in play)",JLPT N3
負け,まけ,"defeat, loss",JLPT N3
孫,まご,grandchild,JLPT N3
まさか,まさか,by no means,JLPT N3
まさに,まさに,"correctly, surely",JLPT N3
混ざる,まざる,"to be mixed, to mingle with",JLPT N3
交ざる,まざる,"to be mixed, to mingle with",JLPT N3
混じる,まじる,"to be mixed, to mingle with",JLPT N3
交じる,まじる,"to be mixed, to mingle with",JLPT N3
増す,ます,"to increase, to gain",JLPT N3
貧しい,まずしい,"poor, needy",JLPT N3
マスター,マスター,"bar owner, master (e.g., arts, science)",JLPT N3
ますます,ますます,"increasingly (same as もっと), more and more",JLPT N3
混ぜる,まぜる,"to mix, to stir",JLPT N3
交ぜる,まぜる,"to be mixed, to be blended with",JLPT N3
街,まち,"town; street, road",JLPT N3
間違い,まちがい,mistake,JLPT N3
松,まつ,pine tree,JLPT N3
真っ赤,まっか,"deep red, flushed (of face)",JLPT N3
全く,まったく,"really, completely",JLPT N3
祭,まつり,"festival, feast",JLPT N3
まとまる,まとまる,"to be collected, to be settled, to be in order",JLPT N3
まとめる,まとめる,"to put in order, to collect, to bring to a conclusion",JLPT N3
学ぶ,まなぶ,to learn; to study,JLPT N3
真似,まね,"mimicry, imitation, behavior",JLPT N3
招く,まねく,to invite,JLPT N3
まぶしい,まぶしい,"dazzling, radiant",JLPT N3
柵,さく,"fence, paling",JLPT N3
裂ける,さける,"to split, to tear, to burst",JLPT N3
裁く,さばく,to judge,JLPT N3
酸化,さんか,oxidation,JLPT N3
死,し,"death, decease",JLPT N3
資格,しかく,"qualifications, requirements, capabilities",JLPT N3
視覚,しかく,"sense of sight, vision",JLPT N3
指揮,しき,"command, direction",JLPT N3
磁気,じき,magnetism,JLPT N3
磁器,じき,"porcelain, china",JLPT N3
自己,じこ,"self, oneself",JLPT N3
字体,じたい,"font, lettering",JLPT N3
辞退,じたい,refusal,JLPT N3
視点,してん,"opinion, point of view, visual point",JLPT N3
脂肪,しぼう,"fat, grease",JLPT N3
志望,しぼう,"wish, desire, ambition",JLPT N3
衆,しゅう,"masses, people",JLPT N3
住,じゅう,"dwelling, living",JLPT N3
修飾,しゅうしょく,ornamentation; modification (gram),JLPT N3
私用,しよう,"personal use, private business",JLPT N3
仕様,しよう,"way, method, specification",JLPT N3
情,じょう,"feelings, emotion, passion",JLPT N3
生涯,しょうがい,one's lifetime,JLPT N3
上司,じょうし,one's superior,JLPT N3
正体,しょうたい,"natural shape, one's true colors, true character",JLPT N3
照明,しょうめい,illumination,JLPT N3
女史,じょし,Ms.,JLPT N3
助詞,じょし,"(gram) particle(s), postposition",JLPT N3
ショック,ショック,shock,JLPT N3
進行,しんこう,advance,JLPT N3
新興,しんこう,"rising, developing, emergent",JLPT N3
振興,しんこう,"promotion, encouragement",JLPT N3
申告,しんこく,"report, statement",JLPT N3
真理,しんり,truth,JLPT N3
水洗,すいせん,flushing,JLPT N3
ストレス,ストレス,stress,JLPT N3
擦る,する,"to rub, to chafe",JLPT N3
正規,せいき,"regular, legitimate",JLPT N3
精巧,せいこう,"elaborate, delicate, exquisite",JLPT N3
精算,せいさん,"exact calculation, adjustment",JLPT N3
成年,せいねん,"majority, adult age",JLPT N3
声明,せいめい,"declaration, statement, proclamation",JLPT N3
姓名,せいめい,full name,JLPT N3
生理,せいり,"physiology, menses",JLPT N3
節,せつ,"when, if; section; clause",JLPT N3
膳,ぜん,"(small) table, tray, meal",JLPT N3
禅,ぜん,Zen (Buddhism),JLPT N3
選挙,せんきょ,election,JLPT N3
先行,せんこう,"preceding, going first",JLPT N3
選考,せんこう,"selection, screening",JLPT N3
相,そう,"aspect, phase, countenance",JLPT N3
沿う,そう,"to run along, to follow",JLPT N3
添う,そう,"to accompany, to comply with",JLPT N3
僧,そう,"monk, priest",JLPT N3
像,ぞう,"statue, image",JLPT N3
捜査,そうさ,"search (esp. in criminal investigations, investigation)",JLPT N3
操縦,そうじゅう,"management, control, manipulation",JLPT N3
創造,そうぞう,creation,JLPT N3
隊,たい,"party, troops",JLPT N3
退学,たいがく,dropping out of school,JLPT N3
タイトル,タイトル,title,JLPT N3
ダウン,ダウン,down,JLPT N3
高まる,たかまる,to rise; to grow; to mount (v.i.),JLPT N3
断つ,たつ,"to sever, to cut off",JLPT N3
盾,たて,shield,JLPT N3
例え,たとえ,example; even though,JLPT N3
チャイム,チャイム,chime,JLPT N3
挑戦,ちょうせん,"challenge, defiance",JLPT N3
治療,ちりょう,medical treatment,JLPT N3
対,つい,"pair, couple, set",JLPT N3
接ぐ,つぐ,to join; to piece together; to set (bones); to graft (trees),JLPT N3
継ぐ,つぐ,to succeed (someone in a business or inheritance,JLPT N3
摘む,つむ,"to pluck, to pick, to trim",JLPT N3
露,つゆ,dew,JLPT N3
強まる,つよまる,"to get strong, to gain strength",JLPT N3
強める,つよめる,"to strengthen, to emphasize",JLPT N3
データ,データ,data,JLPT N3
デザイン,デザイン,design,JLPT N3
デザート,デザート,dessert,JLPT N3
転校,てんこう,change schools,JLPT N3
伝言,でんごん,verbal message,JLPT N3
と,と,and,JLPT N3
問う,とう,"to ask, to question",JLPT N3
棟,とう,ridge (of roof,JLPT N3
倒産,とうさん,"(corporate) bankruptcy, insolvency",JLPT N3
同士,どうし,"one another, companion, comrade",JLPT N3
同志,どうし,"same mind, comrade, kindred soul",JLPT N3
当然,とうぜん,obvious; natural,JLPT N3
動揺,どうよう,"disturbance, flutter shock",JLPT N3
説く,とく,"to explain, to advocate",JLPT N3
綴じる,とじる,"to bind, to file",JLPT N3
供,とも,"accompanying, attendant, companion, retinue",JLPT N3
並,なみ,"medium (e.g., food serving size, quality, price, etc.), ordinary",JLPT N3
慣らす,ならす,to accustom,JLPT N3
馴らす,ならす,"to domesticate, to tame",JLPT N3
難,なん,"difficulty, hardships, defect",JLPT N3
音,ね,"sound, note",JLPT N3
年鑑,ねんかん,yearbook,JLPT N3
脳,のう,"brain, memory",JLPT N3
臨む,のぞむ,"to look out on, to face, to attend (function)",JLPT N3
肺,はい,lung,JLPT N3
～敗,はい,"counter for loss, defeat",JLPT N3
映える,はえる,"to shine, to look attractive, to look pretty",JLPT N3
諮る,はかる,"to consult with, to confer",JLPT N3
図る,はかる,"to plot, to attempt, to devise, to design, to refer A to B",JLPT N3
生やす,はやす,"to grow, to cultivate, to wear beard",JLPT N3
班,はん,"group, party, section (mil)",JLPT N3
判,はん,size (of paper or books),JLPT N3
版,はん,edition,JLPT N3
碑,ひ,stone monument bearing an inscription,JLPT N3
非行,ひこう,"delinquency, misconduct",JLPT N3
票,ひょう,"label, ballot, sign",JLPT N3
広まる,ひろまる,"to spread, to be propagated",JLPT N3
深める,ふかめる,"to deepen, to heighten, to intensify",JLPT N3
福,ふく,good fortune,JLPT N3
振り,ふり,"style, manner",JLPT N3
経る,へる,"to pass, to elapse, to experience",JLPT N3
保護,ほご,"care, protection, shelter",JLPT N3
保障,ほしょう,"guarantee, security, warranty",JLPT N3
補償,ほしょう,"compensation, reparation",JLPT N3
ほっと,ほっと,feel relieved,JLPT N3
前もって,まえもって,"in advance, beforehand, previously",JLPT N3
膜,まく,"membrane, film",JLPT N3
マスコミ,マスコミ,mass communication,JLPT N3
股,また,"thigh, crotch",JLPT N3
末,まつ,the end of,JLPT N3
マッサージ,マッサージ,massage,JLPT N3
見掛ける,みかける,"to (happen to see), to notice, to catch sight of",JLPT N3
捲る,めくる,"to turn over, to turn pages of a book",JLPT N3
メッセージ,メッセージ,message,JLPT N3
野党,やとう,opposition party,JLPT N3
優,ゆう,"superiority, high grade",JLPT N3
有機,ゆうき,organic,JLPT N3
世,よ,"world, society, generation",JLPT N3
良い,よい,"good, nice",JLPT N3
予想,よそう,"expectation, anticipation, prediction",JLPT N3
弱まる,よわまる,"to weaken, to be emaciated, to be dejected",JLPT N3
弱める,よわめる,to weaken,JLPT N3
ラベル,ラベル,label,JLPT N3
ルール,ルール,rule,JLPT N3
枠,わく,"frame, slide",JLPT N3
